28415924,	0
28415963,	0
28415955,	0
28415947,	0
28415944,	0
28415943,	0
28415942,	0
28415941,	0
28415939,	196
28415937,	0
28415999,	0
28415997,	0
28415996,	0
28415995,	0
28415994,	0
28415993,	0
28415992,	0
28415991,	0
28415990,	0
28415989,	0
28415988,	0
28415987,	0
28415975,	0
28416027,	0
28416019,	0
28416015,	0
28416011,	0
28416007,	0
28416003,	0
28416063,	0
28416061,	144
28428336,	0
28428335,	0
28428332,	0
28428327,	0
28428324,	102
28428383,	0
28428380,	0
28428375,	0
28428372,	144
28428371,	0
28428368,	0
28428362,	0
28428361,	0
28428355,	0
28428352,	0
28428447,	0
28428444,	0
28428427,	0
28428424,	0
28428419,	0
28428416,	0
28428475,	0
28428472,	0
28428470,	0
28428469,	0
28428467,	0
28428464,	0
28428463,	0
28428460,	0
28428511,	0
28428508,	0
28428495,	0
28428492,	0
28428491,	0
28428488,	0
28428483,	0
28428480,	0
28428543,	0
28428540,	0
28428527,	0
28428524,	0
28428575,	0
28428572,	0
28428563,	0
28428560,	0
28428559,	0
28428556,	0
28428607,	0
28428604,	0
28428599,	0
28428596,	0
28428587,	0
28428584,	0
28428634,	0
28428633,	0
28428623,	0
28428620,	0
28428614,	0
28428613,	0
28428671,	0
28428668,	0
28428667,	0
28428664,	0
28428655,	0
28428652,	0
28428651,	0
28428648,	0
28428643,	0
28428640,	0
28428703,	0
28428700,	0
28428687,	0
28428684,	0
28428683,	0
28428680,	0
28428735,	0
28428732,	0
28428719,	0
28428716,	0
28428711,	0
28428708,	0
28428706,	0
28428705,	0
28428767,	0
28428764,	0
28428746,	0
28428745,	0
28428799,	0
28428796,	0
28428794,	0
28428793,	0
28428786,	0
28428785,	0
28428779,	0
28428776,	0
28428827,	0
28428826,	0
28428825,	0
28428824,	0
28428855,	0
28428852,	0
28428843,	0
28428840,	0
28428839,	0
28428836,	0
28428895,	0
28428892,	0
28428879,	0
28428876,	0
28428871,	0
28428868,	0
28428867,	0
28428866,	0
28428865,	0
28428864,	0
28428915,	0
28428912,	0
28428903,	0
28428900,	0
28428955,	0
28428952,	0
28428943,	0
28428940,	0
28428990,	0
28428989,	0
28428983,	0
28428980,	0
28429022,	0
28429021,	0
28428994,	0
28428993,	0
28429043,	0
28429040,	0
28429086,	195
28429085,	195
28429106,	0
28429105,	0
28429095,	0
28429092,	196
28429151,	0
28429148,	0
28429122,	0
28429121,	0
28429183,	0
28429180,	0
28429175,	0
28429172,	0
28429214,	0
28429213,	196
28429207,	0
28429204,	0
28429186,	0
28429185,	0
28429247,	0
28429246,	196
28429245,	196
28429244,	0
28429234,	0
28429233,	0
28429223,	0
28429220,	196
28429279,	0
28429276,	0
28429270,	0
28432990,	0
28432989,	0
28432974,	0
28432973,	0
28432966,	0
28432965,	0
28432963,	0
28432962,	0
28432961,	0
28432960,	0
28433010,	0
28433009,	0
28432998,	0
28432997,	0
28433050,	0
28433049,	0
28433038,	0
28433037,	0
28433087,	0
28433084,	0
28433078,	0
28433077,	0
28433119,	0
28433116,	0
28433091,	0
28433088,	0
28433138,	0
28433137,	0
28433183,	0
28433180,	0
28433203,	0
28433200,	0
28433190,	0
28433189,	196
28433246,	0
28433245,	0
28433219,	0
28433216,	0
28433278,	0
28433277,	0
28433270,	0
28433269,	0
28433311,	117
28433308,	0
28433302,	0
28433301,	0
28433283,	0
28433280,	0
28433343,	196
28433342,	0
28433341,	0
28433340,	0
28433331,	0
28433328,	0
28433318,	196
28433317,	196
28433374,	0
28433373,	0
28433367,	0
28433364,	0
28433363,	0
28433360,	0
28433358,	0
28433357,	0
28433350,	0
28433349,	0
28433347,	0
28433344,	0
28433407,	196
28433404,	0
28433395,	0
28433394,	0
28433393,	0
28457126,	0
28457125,	0
28457122,	0
28457121,	0
28457120,	0
28460683,	0
28460730,	0
28460721,	0
28460719,	0
28460715,	0
28460714,	0
28460713,	0
28460705,	0
28460763,	0
28460754,	0
28460753,	0
28460747,	0
28460746,	0
28460742,	0
28460738,	0
28460799,	0
28460794,	0
28460793,	0
28460791,	0
28460785,	0
28460779,	0
28460777,	0
28460775,	0
28460774,	0
28460769,	0
28460827,	0
28460824,	0
28460823,	0
28460822,	0
28460821,	0
28460818,	0
28460815,	0
28460811,	0
28460810,	0
28460808,	0
28460807,	0
28460801,	0
28460854,	0
28460853,	0
28460847,	0
28460843,	0
28460842,	0
28460840,	0
28460838,	0
28460834,	0
28460833,	0
28460895,	0
28460891,	0
28460889,	0
28460886,	0
28460885,	0
28460881,	0
28460879,	0
28460875,	0
28460874,	0
28460872,	0
28460870,	0
28460869,	0
28460866,	0
28460923,	0
28460922,	0
28460921,	0
28460920,	0
28460919,	0
28460914,	0
28460913,	0
28460911,	0
28460905,	0
28460902,	0
28460959,	0
28460955,	0
28460953,	0
28460952,	0
28460950,	0
28460949,	0
28460945,	0
28460943,	0
28460938,	0
28460937,	0
28460936,	0
28460933,	0
28460930,	0
28460929,	0
28460987,	0
28460986,	0
28460985,	0
28460980,	0
28460978,	0
28460977,	0
28460975,	0
28460971,	0
28460970,	0
28460962,	0
28460961,	0
28461023,	0
28461019,	0
28461017,	0
28461016,	0
28461014,	0
28461010,	144
28461009,	0
28461007,	0
28461003,	0
28461002,	0
28460999,	0
28460997,	0
28460993,	0
28461055,	0
28461051,	0
28461050,	0
28461048,	0
28461047,	0
28461046,	0
28461039,	0
28461035,	0
28461034,	0
28461033,	0
28461032,	0
28461026,	0
28461025,	0
28461082,	0
28461081,	0
28461080,	0
28461073,	196
28461071,	0
28461068,	0
28461066,	0
28461065,	0
28461064,	0
28461063,	0
28461062,	0
28461058,	0
28461057,	0
28461115,	0
28461114,	0
28461113,	0
28461112,	0
28461111,	0
28461108,	0
28461106,	0
28461105,	0
28470013,	0
28470007,	0
28470003,	0
28470001,	0
28470000,	0
28469999,	0
28469998,	0
28469997,	0
28469996,	0
28469987,	0
28470047,	0
28470046,	0
28470029,	0
28470028,	0
28470078,	0
28470077,	0
28470076,	0
28470071,	0
28470067,	0
28470064,	0
28477786,	0
28477785,	0
28477784,	0
28477783,	0
28477780,	0
28477779,	0
28477777,	0
28477776,	0
28477775,	0
28477772,	0
28477771,	0
28477770,	0
28477769,	0
28477768,	0
28477767,	0
28477764,	0
28477762,	0
28477761,	0
28477760,	0
28477823,	0
28477822,	0
28477821,	0
28477820,	0
28477819,	0
28477818,	0
28477817,	0
28477816,	0
28477814,	0
28477813,	0
28477811,	0
28477810,	0
28477809,	0
28477799,	0
28477795,	0
28477793,	0
28477853,	0
28477852,	0
28477851,	0
28477850,	0
28477849,	0
28477847,	0
28477842,	0
28477840,	0
28477839,	0
28477837,	0
28477836,	0
28477835,	0
28477834,	0
28477833,	0
28477831,	0
28477829,	0
28477828,	0
28477827,	0
28477826,	0
28477825,	0
28477824,	0
28477887,	0
28477886,	0
28477885,	0
28477884,	0
28477882,	0
28484468,	0
28484467,	0
28484466,	0
28484464,	0
28484461,	0
28484460,	0
28484459,	0
28484458,	0
28484457,	0
28484456,	0
28492644,	0
28493902,	0
28493900,	0
28494198,	0
28494197,	0
28494195,	0
28494194,	0
28494193,	0
28494183,	0
28494179,	0
28494177,	0
28494237,	0
28494236,	0
28494235,	0
28494234,	0
28494233,	0
28494231,	0
28494226,	0
28494224,	0
28494223,	0
28494221,	0
28494220,	0
28494219,	0
28494218,	0
28494217,	0
28494215,	0
28494213,	0
28494212,	0
28494211,	0
28494210,	0
28494209,	0
28494208,	0
28494271,	0
28494270,	0
28494269,	0
28494268,	0
28494266,	0
28494265,	0
28494264,	0
28494262,	0
28494261,	0
28494260,	0
28494259,	0
28494258,	0
28494257,	0
28494256,	0
28494252,	0
28494251,	0
28494250,	0
28494249,	0
28494248,	0
28494247,	0
28494246,	196
28494245,	196
28494244,	0
28494242,	0
28494241,	0
28494240,	0
28494303,	0
28494302,	0
28494300,	0
28494298,	196
28494297,	196
28494296,	0
28494293,	0
28494292,	0
28494291,	0
28494289,	0
28494288,	0
28494286,	0
28494284,	0
28494282,	0
28509119,	0
28509118,	0
28509117,	0
28509116,	0
28509115,	0
28509114,	0
28509113,	0
28509111,	0
28509109,	0
28509107,	0
28509105,	0
28509103,	0
28509102,	0
28509101,	0
28509100,	0
28509099,	0
28509098,	0
28509097,	0
28509096,	0
28509094,	0
28509093,	0
28509092,	0
28509091,	0
28509090,	0
28509089,	0
28509088,	0
28509151,	0
28509150,	0
28509149,	0
28509148,	0
28509147,	0
28509146,	0
28509145,	0
28509144,	0
28509143,	0
28509142,	0
28509141,	0
28510026,	0
28510025,	0
28510023,	0
28510021,	0
28510019,	0
28510018,	0
28510017,	0
28510016,	0
28510079,	0
28510072,	0
28510071,	0
28510063,	0
28510055,	0
28510111,	0
28510103,	0
28510095,	0
28510089,	0
28510087,	0
28510080,	0
28510142,	0
28510141,	0
28510140,	0
28510139,	0
28510138,	0
28510137,	0
28510135,	0
28510134,	0
28510133,	0
28510132,	0
28510130,	0
28510127,	0
28510126,	0
28510125,	0
28513483,	0
28513482,	0
28513481,	0
28513478,	0
28513477,	0
28513476,	0
28513475,	0
28513474,	0
28513473,	0
28513472,	0
28513534,	0
28513533,	0
28513532,	0
28513531,	0
28513530,	0
28513529,	0
28513528,	0
28513525,	0
28513523,	0
28513520,	0
28513518,	0
28513517,	0
28513516,	0
28513515,	0
28513512,	0
28513511,	0
28513510,	0
28513509,	0
28513508,	0
28513507,	0
28513506,	0
28513505,	0
28513504,	0
28513567,	0
28513566,	0
28513565,	0
28513564,	0
28513562,	0
28513560,	0
28513559,	0
28513555,	0
28513553,	0
28513552,	0
28513551,	0
28513547,	0
28513545,	0
28513544,	0
28513543,	0
28513542,	0
28513541,	0
28513540,	0
28513538,	0
28513536,	0
28513599,	0
28513598,	0
28513596,	0
28513594,	0
28513593,	0
28513592,	0
28513589,	0
28513587,	0
28513583,	0
28513582,	0
28513580,	0
28513576,	0
28513575,	0
28513574,	0
28513572,	0
